5500;106;428;866;-108;25;-33;-170;-186;-850;33;5485
5600;52;362;978;101;-12;6;-177;-193;-836;33;5585
5700;-158;482;1002;66;11;-1;-207;-196;-839;33;5684
5800;-172;476;908;18;8;-49;-177;-213;-829;33;5784
5900;-202;560;806;120;-45;-30;-214;-203;-839;33;5884
6000;-90;672;714;15;13;-8;-110;-206;-822;33;5984
6100;-146;738;716;-30;38;-17;-103;-199;-829;33;6083
6200;-306;734;706;-32;77;-12;-113;-223;-818;33;6183
6300;-390;630;820;4;9;2;-124;-281;-779;33;6283
6400;-230;424;780;-25;-26;-26;-137;-308;-758;33;6383
6500;-300;500;826;-1;-17;-11;-177;-287;-779;33;6482
6600;-305;530;762;-8;-3;-8;-194;-277;-762;33;6582
6700;-366;421;888;-11;6;-37;-197;-260;-786;33;6682
6800;-310;432;882;-43;-36;-13;-258;-267;-807;33;6782
6900;-298;346;922;11;-14;-8;-284;-233;-815;33;6881
7000;-270;343;891;13;-7;6;-315;-243;-790;33;6981
7100;-355;404;898;40;16;4;-301;-237;-818;33;7081
7200;-296;512;804;54;-33;27;-268;-257;-804;33;7181
7300;-134;564;786;-2;-24;6;-194;-237;-839;33;7280
7400;-223;481;884;-15;-9;27;-214;-230;-832;33;7380
7500;-245;483;895;3;1;11;-224;-240;-815;33;7480
7600;-160;520;840;11;23;3;-217;-206;-836;33;7579
7700;-154;562;873;0;1;22;-201;-223;-832;33;7679
7800;-181;531;813;5;10;10;-181;-223;-846;33;7779
7900;-156;574;818;20;42;-35;-187;-230;-832;33;7879
8000;-336;562;750;-9;40;-4;-181;-264;-825;33;7978
8100;-102;678;822;12;35;-23;-167;-284;-783;33;8078
8200;-290;682;736;21;0;-5;-150;-308;-786;33;8178
8300;-336;550;718;14;31;-35;-144;-321;-793;33;8278
8400;-380;498;652;18;4;7;-144;-321;-786;33;8377
8500;-384;374;502;11;-13;-14;-134;-345;-769;33;8477
8600;-360;688;694;-17;11;31;-107;-318;-762;33;8577
8700;-356;908;832;10;15;-43;-107;-291;-762;33;8677
8800;-308;594;594;15;1;-6;-120;-304;-748;33;8776
8900;-345;701;540;17;9;4;-100;-311;-740;33;8876
9000;-380;790;608;-5;-42;2;-90;-328;-716;33;8976
9100;-318;802;616;12;-8;1;-97;-321;-744;33;9076
9200;-321;687;624;-4;-27;25;-73;-291;-769;33;9175
9300;-308;706;660;-39;-6;13;-87;-291;-776;33;9275
9400;-150;780;714;9;-10;-3;-93;-271;-790;33;9375
9500;-228;758;640;73;-6;49;-83;-247;-800;33;9474
9600;-226;822;602;8;19;5;-23;-260;-758;33;9574
9700;-233;770;577;-3;13;0;-26;-264;-733;33;9674
9800;-239;785;547;-14;28;-6;-10;-274;-730;33;9774
9900;-454;518;580;-21;26;-18;-26;-298;-726;33;9873
10000;-282;790;618;-4;19;3;-43;-281;-723;33;9973
